SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
8409,3267890,Yes,56,90,E3,31.69,27.3,-3.33,No,No,Male,Direct,7,BFSI,Bangalore,29,0
8410,3267909,Yes,84,90,E3,50,41.67,-5.56,No,No,Male,Employee Referral,9,ETS,Kolkata,33,1
8411,3267925,Yes,14,60,E2,35,50,11.11,No,Yes,Male,Direct,3,INFRA,Hyderabad,25,1
8412,3267932,No,22,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,BFSI,Chennai,26,1
8413,3267989,No,20,30,E2,66.67,66.67,0,No,No,Male,Direct,5,INFRA,Chennai,34,1
8414,3267993,Yes,59,60,E2,45.45,40.29,-3.55,No,No,Male,Direct,5,INFRA,Chennai,32,1
8415,3268000,No,2,30,E1,29.63,29.63,0,No,No,Female,Employee Referral,2,CSMP,Noida,28,1
8416,3268014,Yes,8,30,E1,53.33,46.67,-4.35,No,No,Male,Direct,2,INFRA,Mumbai,26,1
8418,3270389,No,65,30,E1,42.86,5.95,-25.83,No,No,Male,Employee Referral,4,BFSI,Chennai,29,1
8419,3270452,No,18,60,E1,33.33,-22.22,-41.67,No,No,Male,Agency,1,ERS,Gurgaon,23,1
8420,3270464,Yes,7,30,E1,33.33,0,-25,No,Yes,Male,Agency,2,ERS,Noida,24,1
8421,3270522,No,8,90,E1,41.51,32.07,-6.67,No,No,Male,Agency,3,CSMP,Chennai,26,0
8423,3270533,Yes,163,30,E1,35.42,18.75,-12.31,No,No,Male,Agency,3,ERS,Bangalore,26,0
8424,3270536,No,49,30,E1,47.22,47.22,0,No,No,Male,Agency,4,CSMP,Chennai,26,1
8425,3270542,Yes,7,30,E2,9.67,15.98,5.76,No,Yes,Male,Agency,7,ERS,Chennai,38,1
8426,3270559,Yes,40,30,E2,85.19,48.15,-20,No,No,Female,Agency,5,ERS,Bangalore,26,0
8427,3270611,No,21,60,E1,33.33,-33.33,-50,No,No,Male,Agency,1,ERS,Noida,25,1
8429,3270664,Yes,56,30,E1,45,35,-6.9,No,No,Male,Direct,3,ERS,Bangalore,26,1
8430,3270681,Yes,38,30,E2,5.93,111.86,100,No,No,Male,Agency,7,ERS,Bangalore,32,0
8432,3270717,No,1,30,E1,33.33,-16.67,-37.5,No,No,Female,Agency,2,ERS,Noida,24,1
8433,3270719,No,31,60,E1,32.65,32.65,0,No,No,Male,Agency,3,CSMP,Chennai,26,1
8434,3270723,Yes,41,30,E1,25,23.61,-1.11,No,No,Male,Agency,3,Healthcare,Chennai,26,1
8435,3270739,No,24,30,E1,30,35,3.85,No,No,Male,Agency,3,CSMP,Chennai,24,1
8436,3270740,No,10,30,E1,42.86,40.82,-1.43,No,Yes,Male,Agency,3,ERS,Chennai,27,1
8437,3270799,No,26,30,E1,25,14.58,-8.33,No,No,Male,Agency,3,Healthcare,Chennai,28,1
8438,3270804,No,45,60,E1,46.34,34.15,-8.33,No,No,Male,Agency,3,Healthcare,Chennai,27,0
8439,3270807,Yes,35,30,E1,66.67,60,-4,No,Yes,Female,Direct,2,INFRA,Bangalore,27,1
8440,3270812,Yes,89,30,E1,52.67,39.95,-8.33,No,No,Male,Agency,3,ERS,Bangalore,25,1
8441,3270868,No,7,30,E1,44.74,44.74,0,No,No,Male,Agency,4,CSMP,Chennai,26,1
8442,3270874,Yes,98,90,E1,27.91,27.91,0,No,No,Male,Agency,2,ERS,Bangalore,26,0
8443,3270888,No,7,30,E1,30.43,30.43,0,No,No,Male,Direct,3,BFSI,Gurgaon,26,1
8444,3270899,No,103,30,E1,64.38,42.47,-13.33,No,No,Male,Agency,3,ERS,Bangalore,26,1
8445,3270935,Yes,93,90,E3,28,28,0,No,No,Male,Direct,10,INFRA,Chennai,33,1
8446,3270941,Yes,6,30,E1,33.33,6.67,-20,No,No,Male,Agency,3,ERS,Noida,27,1
8447,3270949,No,33,60,E1,33.33,-22.22,-41.67,No,No,Male,Agency,2,ERS,Noida,25,1
8448,3272375,Yes,35,30,E2,31.1,17.54,-10.34,No,No,Male,Direct,7,ERS,Chennai,29,0
8449,3272421,No,101,30,E2,4.17,31.25,26,No,No,Female,Direct,6,ERS,Bangalore,29,1
8450,3273804,No,8,30,E1,50,50,0,No,No,Male,Agency,3,ERS,Chennai,28,1
8451,3273814,No,22,30,E1,37.7,37.7,0,No,No,Male,Agency,2,CSMP,Chennai,29,0
8454,3273930,No,19,30,E1,81.82,78.79,-1.67,No,No,Male,Direct,2,ETS,Bangalore,25,1
8455,3273959,No,1,30,E1,62.5,47.5,-9.23,No,No,Male,Agency,3,BFSI,Chennai,26,1
8456,3273987,Yes,31,30,E1,26.32,17.11,-7.29,No,No,Male,Agency,4,CSMP,Chennai,27,1
8457,3274017,No,16,30,E1,122.22,66.67,-25,No,No,Male,Direct,2,ERS,Chennai,29,0
8459,3274043,No,17,30,E1,5.63,5.63,0,No,No,Male,Agency,3,CSMP,Chennai,31,1
8461,3274053,No,23,90,E1,42.86,16.07,-18.75,Yes,No,Male,Direct,3,ERS,Noida,26,0
8462,3274073,No,8,30,E2,19.05,0,-16,Yes,Yes,Male,Direct,7,ERS,Chennai,33,1
8463,3274086,Yes,67,60,E1,50,50,0,No,No,Male,Agency,3,ERS,Bangalore,26,0
8464,3274153,Yes,13,30,E1,39.81,29.83,-7.14,No,No,Male,Direct,5,CSMP,Bangalore,31,1
8465,3274157,No,1,30,E2,66.67,83.33,10,No,No,Male,Employee Referral,6,INFRA,Noida,28,1
8466,3274195,Yes,45,60,E1,100,83.33,-8.33,No,No,Male,Agency,1,INFRA,Chennai,23,1
8467,3274210,Yes,31,60,E2,20.93,20.93,0,No,No,Male,Employee Referral,8,EAS,Hyderabad,40,1
8468,3274232,No,17,30,E1,66.67,66.67,0,No,No,Female,Direct,4,CSMP,Noida,28,1
8469,3274245,No,5,45,E1,28.57,28.57,0,No,No,Male,Agency,3,BFSI,Bangalore,25,1
8470,3274246,No,14,30,E1,30,24,-4.62,No,Yes,Male,Direct,3,CSMP,Chennai,29,1
8471,3274262,No,10,30,E1,80,80,0,No,No,Male,Direct,4,CSMP,Chennai,27,0
8472,3274269,Yes,42,30,E1,40,40,0,No,No,Male,Direct,4,CSMP,Chennai,27,1
8473,3274350,Yes,16,30,E1,41.67,30,-8.24,No,Yes,Male,Direct,3,AXON,Noida,26,1
8475,3274369,No,20,30,E1,66.67,55.56,-6.67,Yes,No,Female,Direct,3,AXON,Bangalore,26,1
8477,3274387,No,0,30,E1,65.48,51.3,-8.57,Yes,Yes,Male,Direct,3,AXON,Noida,27,1
8478,3274399,No,2,30,E1,20.49,41.39,17.35,No,No,Male,Direct,3,ERS,Chennai,26,0
8479,3274456,Yes,0,30,E2,35,35,0,Yes,No,Female,Direct,10,EAS,Chennai,32,1
8481,3274479,Yes,71,60,E1,50,40,-6.67,Yes,No,Male,Agency,5,BFSI,Gurgaon,33,1
8482,3274496,Yes,4,30,E1,28.57,27.14,-1.11,No,Yes,Male,Agency,3,ERS,Chennai,25,1
8483,3274503,Yes,71,60,E1,40.56,40.56,0,No,No,Male,Agency,3,BFSI,Gurgaon,29,1
8484,3274517,Yes,42,60,E1,64.84,42.86,-13.33,No,No,Male,Agency,3,BFSI,Gurgaon,26,1
8487,3274557,No,8,90,E1,25,25,0,Yes,No,Male,Agency,3,BFSI,Gurgaon,26,0
8488,3274563,Yes,39,30,E1,28.57,28.57,0,No,Yes,Male,Agency,2,ERS,Chennai,24,1
8490,3274582,No,44,60,E1,25,-1.79,-21.43,No,No,Male,Agency,6,BFSI,Gurgaon,31,1
8492,3274597,Yes,2,30,E1,41.03,41.03,0,No,No,Male,Agency,3,ERS,Chennai,25,0
8494,3274605,Yes,2,30,E1,18.06,18.06,0,No,Yes,Male,Agency,2,ERS,Chennai,30,1
8495,3274638,Yes,52,30,E1,42.24,37.93,-3.03,No,No,Male,Agency,5,ERS,Bangalore,27,1
8496,3274663,Yes,5,30,E1,71.88,56.25,-9.09,No,Yes,Female,Employee Referral,3,AXON,Bangalore,25,1
8497,3274671,Yes,20,30,E2,39.53,20.93,-13.33,No,No,Male,Employee Referral,4,INFRA,Chennai,32,1
8498,3274678,Yes,22,30,E2,94.44,73.61,-10.71,No,Yes,Male,Direct,6,EAS,Bangalore,36,1
8500,3274697,No,0,30,E1,30.77,38.46,5.88,No,Yes,Male,Agency,2,ERS,Chennai,24,1
8501,3274720,Yes,1,30,E1,30.64,30.64,0,No,Yes,Male,Agency,3,ERS,Chennai,27,1
8502,3274740,No,5,30,E1,71.43,42.86,-16.67,No,No,Female,Employee Referral,4,AXON,Bangalore,30,1
8505,3274846,No,24,45,E2,30.43,73.91,33.33,No,No,Male,Direct,13,ERS,Bangalore,35,1
8507,3274886,No,58,60,E2,20,10,-8.33,No,No,Male,Agency,7,INFRA,Noida,28,1
8509,3274914,Yes,7,30,E1,36.17,33.61,-1.89,No,No,Male,Direct,3,CSMP,Noida,30,1
8510,3274915,No,2,30,E1,20,34.4,12,No,No,Female,Direct,1,INFRA,Noida,23,1
8511,3275068,No,14,30,E2,61.76,41.18,-12.73,No,No,Male,Employee Referral,3,INFRA,Bangalore,24,1
8513,3277552,Yes,6,30,E2,0,0,0,No,No,Male,Employee Referral,4,INFRA,Noida,32,1
8514,3277565,Yes,99,30,E2,21.21,13.64,-6.25,No,No,Male,Direct,6,AXON,Kolkata,30,0
8515,3277647,Yes,7,30,E1,20.69,20.69,0,No,No,Male,Direct,3,CSMP,Noida,25,1
8516,3277823,Yes,38,30,E1,54.76,38.1,-10.77,No,No,Male,Direct,3,CSMP,Chennai,27,0
8517,3277841,No,2,30,E1,44.93,44.93,0,No,No,Male,Direct,3,CSMP,Chennai,26,0
8518,3277868,No,10,45,E2,66.67,66.67,0,No,No,Male,Direct,6,INFRA,Noida,31,1
8519,3277907,No,1,45,E2,33.33,266.67,175,No,Yes,Male,Direct,7,INFRA,Chennai,32,1
8520,3277953,Yes,2,60,E1,64.56,10.13,-33.08,No,No,Male,Agency,2,ERS,Chennai,25,0
8521,3277989,No,2,30,E1,25.71,42.86,13.64,No,No,Female,Employee Referral,3,ERS,Bangalore,28,0
8522,3277990,Yes,69,90,E1,66.67,63.89,-1.67,No,No,Male,Agency,3,BFSI,Bangalore,26,0
8523,3278006,No,69,60,E2,36.08,36.08,0,No,No,Male,Agency,10,INFRA,Chennai,35,1
8524,3278060,Yes,46,60,E2,33.33,52.22,14.17,No,No,Male,Agency,1,INFRA,Noida,30,1
8525,3278069,No,31,30,E1,57.14,28.57,-18.18,Yes,Yes,Female,Agency,3,ERS,Chennai,25,1
8528,3278137,Yes,63,30,E1,79.86,49.88,-16.67,No,Yes,Female,Agency,3,ERS,Gurgaon,26,1
8529,3278145,Yes,26,60,E1,33.45,29,-3.33,No,No,Male,Agency,4,ERS,Gurgaon,29,1
8530,3278237,No,23,30,E1,62.16,42.86,-11.9,No,No,Female,Employee Referral,2,ERS,Bangalore,25,1
8531,3278252,Yes,24,30,E1,23.61,23.61,0,No,No,Female,Employee Referral,4,ERS,Chennai,28,1
8532,3278263,No,0,60,E2,37.04,11.11,-18.92,No,No,Male,Agency,2,INFRA,Noida,25,1
8533,3278277,Yes,5,60,E2,36.29,36.29,0,No,Yes,Male,Employee Referral,3,INFRA,Chennai,31,1
8534,3278305,No,1,30,E2,40.56,40.56,0,No,No,Male,Direct,3,INFRA,Noida,30,1
8535,3278335,Yes,41,30,E2,44.44,11.11,-23.08,No,No,Male,Direct,3,INFRA,Bangalore,26,1
8536,3278343,No,1,30,E2,63.69,44.38,-11.8,No,No,Male,Direct,4,INFRA,Bangalore,30,1
8537,3278354,No,2,30,E1,125.23,125.23,0,No,Yes,Male,Direct,2,INFRA,Bangalore,24,1
8538,3278421,Yes,57,60,E2,40,29.05,-7.82,No,No,Male,Direct,7,CSMP,Bangalore,34,0
8539,3278446,No,1,60,E2,30.43,19.57,-8.33,No,No,Male,Employee Referral,3,INFRA,Noida,27,1
8540,3278448,No,21,60,E1,51.52,27.59,-15.79,Yes,No,Male,Agency,6,AXON,Bangalore,28,0
8541,3278485,Yes,37,30,E1,32.35,32.35,0,No,No,Female,Direct,4,AXON,Bangalore,31,1
8542,3278489,No,16,30,E1,21.74,28.26,5.36,No,No,Male,Direct,4,ERS,Bangalore,26,1
8543,3278528,No,5,90,E2,40.74,25.93,-10.53,No,No,Female,Direct,6,BFSI,Bangalore,35,1
8544,3278621,No,0,30,E1,122.22,108.33,-6.25,No,No,Male,Direct,4,AXON,Bangalore,26,1
8545,3278633,Yes,4,30,E2,33.33,25,-6.25,No,No,Male,Direct,7,EAS,Bangalore,28,0
8546,3278641,Yes,48,30,E2,50,205,103.33,No,No,Male,Employee Referral,8,INFRA,Bangalore,32,1
8547,3278657,No,0,30,E1,40,105,46.43,No,No,Male,Employee Referral,2,INFRA,Mumbai,28,1
8548,3278662,No,2,30,E1,36.72,-12.11,-35.71,No,No,Male,Agency,3,ERS,Chennai,28,0
8549,3278698,Yes,70,60,E1,55.17,32.76,-14.44,No,Yes,Male,Direct,4,BFSI,Bangalore,27,1
8550,3278715,Yes,2,30,E1,33.33,20,-10,Yes,No,Male,Agency,3,ERS,Chennai,25,0
8551,3278730,Yes,92,90,E1,75.53,23.67,-29.55,No,No,Male,Agency,3,ERS,Bangalore,27,1
8553,3278742,No,5,30,E1,69.01,42.86,-15.48,No,No,Male,Direct,2,ERS,Bangalore,28,1
8556,3278786,Yes,2,30,E1,194.12,194.12,0,No,Yes,Male,Direct,4,ERS,Chennai,28,1
8558,3278851,No,42,60,E1,37.5,37.5,0,Yes,No,Female,Agency,3,ERS,Pune,26,1
8559,3278877,No,2,30,E1,50,37.5,-8.33,No,No,Female,Employee Referral,2,INFRA,Noida,27,1
8560,3278935,Yes,21,30,E1,29.63,25.93,-2.86,Yes,Yes,Male,Direct,3,ERS,Chennai,26,1
8561,3278979,No,63,60,E1,33.33,77.78,33.33,No,No,Male,Agency,4,ERS,Noida,30,1
8562,3279032,Yes,5,30,E1,53.85,44.23,-6.25,Yes,No,Male,Direct,4,ERS,Chennai,26,1
8563,3279056,No,0,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,INFRA,Noida,25,1
8564,3279130,No,6,60,E1,26.67,13.33,-10.53,No,No,Female,Employee Referral,4,ERS,Bangalore,26,0
8566,3280367,No,2,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,INFRA,Noida,24,1
8567,3280423,No,18,30,E1,37.5,37.5,0,No,Yes,Male,Direct,4,BFSI,Mumbai,29,1
8568,3280433,Yes,17,30,E1,38.89,38.89,0,No,No,Male,Direct,1,INFRA,Noida,25,1
8569,3280517,Yes,19,60,E1,62.5,62.5,0,No,Yes,Male,Employee Referral,5,ETS,Noida,28,1
8570,3280774,No,8,60,E3,33.33,33.33,0,No,No,Male,Employee Referral,5,ETS,Bangalore,29,1
8571,3283001,No,3,90,E1,44.68,29.79,-10.29,No,No,Male,Employee Referral,6,AXON,Bangalore,29,1
8572,3283076,Yes,21,30,E1,76.72,54.63,-12.5,No,No,Male,Direct,2,ERS,Bangalore,26,0
8573,3283284,No,68,60,E1,66.67,66.67,0,No,No,Male,Agency,3,ETS,Chennai,25,0
8574,3283305,Yes,78,30,E2,53.13,53.13,0,No,No,Male,Agency,3,INFRA,Noida,27,0
8575,3283313,No,0,30,E1,41.59,21.24,-14.38,No,No,Male,Direct,4,ERS,Chennai,28,0
8576,3283320,No,0,30,E1,50,20,-20,No,Yes,Male,Agency,3,AXON,Noida,28,1
8577,3283348,No,33,30,E1,27.91,27.91,0,No,Yes,Male,Agency,3,AXON,Noida,25,1
8578,3283402,No,7,30,E1,33.33,11.11,-16.67,No,Yes,Male,Agency,3,ERS,Noida,31,1
8579,3283419,No,54,30,E1,127.56,127.56,0,No,No,Female,Direct,3,CSMP,Chennai,26,1
8580,3283420,Yes,13,30,E1,34.85,34.85,0,No,No,Female,Direct,3,CSMP,Chennai,26,1
8581,3283421,Yes,68,60,E1,46.67,46.67,0,No,No,Male,Direct,3,CSMP,Chennai,25,1
8582,3283461,Yes,20,30,E1,30.95,30.95,0,No,Yes,Male,Agency,4,AXON,Noida,30,1
8583,3283465,No,28,30,E1,33.33,31.11,-1.67,No,Yes,Male,Agency,3,ERS,Noida,25,1
8584,3283488,No,22,30,E1,31.58,31.58,0,No,Yes,Male,Agency,4,AXON,Noida,28,1
8585,3283498,Yes,5,30,E1,62.5,50,-7.69,No,No,Female,Employee Referral,4,ERS,Chennai,29,1
8587,3283728,No,4,60,E1,20,20,0,No,No,Male,Agency,3,ERS,Noida,25,1
8588,3283777,No,2,30,E1,2.74,-10.96,-13.33,No,No,Female,Agency,4,ERS,Bangalore,30,1
8589,3283865,No,10,90,E1,66.67,45.83,-12.5,No,No,Female,Direct,3,BFSI,Bangalore,26,0
8590,3283898,No,13,30,E2,62.24,53.39,-5.45,Yes,No,Male,Direct,5,ETS,Noida,28,0
8591,3283959,No,5,30,E2,66.67,50,-10,No,No,Male,Agency,4,INFRA,Noida,29,1
8592,3283991,No,2,30,E1,50,25,-16.67,No,No,Male,Employee Referral,1,INFRA,Noida,24,1
8593,3284046,No,24,30,E1,93.24,71.5,-11.25,No,No,Male,Direct,3,CSMP,Chennai,27,1
8594,3284074,No,7,60,E1,45.65,45.65,0,Yes,No,Male,Employee Referral,4,ETS,Bangalore,27,0
8595,3284075,No,13,30,E2,43.88,34.89,-6.25,Yes,No,Female,Agency,8,INFRA,Noida,31,1
8596,3284092,No,1,90,E1,55.34,35.92,-12.5,Yes,No,Male,Agency,3,BFSI,Gurgaon,25,1
8597,3284109,Yes,75,30,E1,27.91,23.26,-3.64,No,No,Male,Direct,4,BFSI,Bangalore,29,1
8598,3284145,Yes,39,30,E1,33.33,33.33,0,No,No,Male,Agency,2,ERS,Chennai,24,1
8599,3284153,No,56,60,E1,61.73,48.25,-8.33,No,No,Male,Direct,3,CSMP,Chennai,28,1
8600,3284179,Yes,2,60,E2,42.86,42.86,0,No,No,Female,Direct,9,ERS,Chennai,32,1
8601,3284185,No,3,0,E1,32.89,32.89,0,No,Yes,Male,Agency,3,BFSI,Mumbai,26,1
8602,3284192,No,8,30,E1,94.44,94.44,0,No,No,Male,Direct,3,CSMP,Chennai,27,0
8603,3284202,Yes,68,30,E1,48.57,27.14,-14.42,No,No,Male,Direct,2,CSMP,Chennai,26,1
8604,3284224,No,10,30,E2,22.22,5.56,-13.64,No,No,Male,Direct,5,AXON,Bangalore,26,1
8605,3284253,No,11,45,E3,20,40,16.67,No,No,Male,Direct,8,ERS,Bangalore,34,1
8606,3284440,Yes,0,30,E1,12.07,12.07,0,No,No,Female,Agency,4,EAS,Hyderabad,26,1
8608,3284458,Yes,49,60,E2,49.43,49.43,0,No,No,Male,Agency,7,BFSI,Bangalore,33,0
8609,3284472,Yes,3,60,E2,33.33,33.33,0,No,No,Male,Direct,6,INFRA,Noida,36,0
8610,3284479,Yes,70,45,E1,85.19,64.81,-11,No,No,Male,Employee Referral,3,ERS,Bangalore,29,1
8611,3284489,Yes,67,60,E2,18.93,18.93,0,No,No,Male,Direct,5,INFRA,Noida,32,1
8612,3284579,No,68,60,E1,63.64,36.36,-16.67,No,No,Female,Direct,2,BFSI,Chennai,27,1
8613,3284637,Yes,61,60,E3,9.68,29.03,17.65,Yes,No,Male,Agency,9,AXON,Hyderabad,36,0
8617,3284673,Yes,3,60,E1,50,68,12,No,No,Female,Agency,2,INFRA,Noida,25,1
8618,3284692,No,34,60,E1,120.59,120.59,0,No,No,Male,Agency,4,BFSI,Mumbai,25,1
8619,3284694,Yes,66,30,E1,5.26,5.26,0,No,Yes,Male,Agency,3,BFSI,Bangalore,30,1
8620,3284699,No,1,30,E2,27.66,11.7,-12.5,No,Yes,Male,Employee Referral,8,ERS,Chennai,31,1
8622,3284717,No,34,30,E1,17.11,17.11,0,No,Yes,Male,Agency,4,BFSI,Bangalore,27,1
8623,3284763,No,38,45,E1,57.33,57.33,0,No,No,Female,Agency,3,BFSI,Bangalore,30,0
8624,3284777,Yes,28,30,E1,12.36,12.36,0,No,No,Male,Agency,3,BFSI,Bangalore,26,1
8625,3284796,No,0,30,E1,66.67,53.33,-8,No,No,Male,Direct,1,INFRA,Noida,23,1
8626,3284798,Yes,19,60,E1,39.19,22.06,-12.31,No,No,Male,Agency,3,BFSI,Bangalore,25,0
8627,3284807,No,25,60,E3,28.27,28.27,0,No,No,Male,Agency,12,INFRA,Chennai,37,1
8628,3284809,Yes,52,45,E1,66.67,36.36,-18.18,No,Yes,Male,Agency,2,ERS,Chennai,26,1
8629,3284814,No,14,30,E1,44.46,42.86,-1.11,No,No,Male,Direct,3,ERS,Bangalore,25,1
8630,3284828,Yes,8,60,E1,33.33,-3.33,-27.5,No,No,Male,Agency,3,ERS,Noida,26,1
8631,3284843,No,0,30,E1,6.94,52.78,42.86,No,Yes,Female,Agency,4,BFSI,Bangalore,36,1
8632,3284844,Yes,60,60,E1,25,8.33,-13.33,No,No,Female,Direct,3,ETS,Noida,28,1
8635,3284890,No,48,60,E1,66.67,34.85,-19.09,No,No,Female,Direct,3,CSMP,Chennai,28,1
8636,3284929,No,11,30,E1,84.05,53.37,-16.67,No,Yes,Male,Direct,3,CSMP,Chennai,28,1
8637,3284937,Yes,0,60,E1,50,39.06,-7.29,No,No,Male,Agency,2,ERS,Chennai,24,0
8638,3284978,No,13,30,E1,54.76,38.1,-10.77,No,No,Male,Direct,3,CSMP,Bangalore,27,1
8639,3284979,Yes,62,60,E3,35,43.75,6.48,No,Yes,Male,Direct,4,INFRA,Noida,26,1
8641,3284991,No,0,30,E1,5.93,5.93,0,No,No,Female,Direct,5,ERS,Chennai,34,1
8644,3285028,No,6,30,E1,46.15,46.15,0,No,No,Male,Employee Referral,6,INFRA,Noida,32,1
8645,3285070,No,33,30,E1,50,70,13.33,No,No,Male,Direct,4,INFRA,Chennai,22,1
8646,3285167,No,4,30,E1,81.82,81.82,0,No,No,Male,Direct,4,BFSI,Chennai,28,1
8647,3285212,Yes,46,60,E1,66.67,83.33,10,No,No,Male,Employee Referral,4,ERS,Bangalore,28,1
8648,3285263,No,3,30,E1,0,-7.32,-7.32,No,No,Male,Employee Referral,1,INFRA,Noida,26,1
8649,3286750,Yes,15,60,E1,25,11.25,-11,No,No,Male,Direct,3,ERS,Bangalore,28,1
8650,3286759,No,26,60,E1,100,125,12.5,No,Yes,Male,Direct,4,ERS,Bangalore,28,1
8651,3286782,Yes,3,30,E1,100,50,-25,No,No,Male,Direct,1,ERS,Bangalore,24,1
8653,3286818,No,15,90,E1,44.74,44.74,0,No,No,Female,Agency,2,ETS,Chennai,27,1
8654,3286835,Yes,35,30,E1,60,52,-5,No,No,Male,Direct,2,ERS,Bangalore,28,1
8655,3286847,No,4,30,E1,87.5,90.63,1.67,No,No,Male,Direct,1,ERS,Bangalore,26,1
8656,3286857,Yes,64,45,E1,33.33,40,5,No,Yes,Male,Direct,2,ERS,Bangalore,24,1
8657,3286866,No,1,30,E1,50,30,-13.33,No,No,Female,Agency,1,INFRA,Gurgaon,24,1
8658,3286924,No,3,45,E2,37.5,21.88,-11.36,No,Yes,Male,Direct,7,ERS,Chennai,32,1
8660,3287055,Yes,27,60,E2,47.2,43.52,-2.5,Yes,No,Male,Direct,7,CSMP,Hyderabad,31,0
8661,3287084,Yes,24,30,E1,46.34,9.76,-25,No,No,Male,Employee Referral,3,CSMP,Noida,27,1
8663,3287090,No,50,30,E2,40.26,40.26,0,No,No,Male,Direct,6,BFSI,Bangalore,29,1
8665,3287092,No,28,30,E2,12.75,12.75,0,No,Yes,Male,Direct,7,BFSI,Bangalore,35,1
8666,3287095,No,70,60,E2,24.26,24.26,0,No,No,Female,Direct,7,BFSI,Bangalore,34,1
8667,3287112,No,0,60,E1,37.14,37.14,0,No,Yes,Male,Direct,7,AXON,Noida,34,1
8668,3287116,Yes,44,60,E2,30.77,26.15,-3.53,No,No,Female,Agency,6,INFRA,Noida,27,1
8669,3287302,No,2,30,E1,18.48,18.48,0,No,No,Female,Agency,1,INFRA,Noida,26,1
8670,3287306,No,1,30,E1,30,8,-16.92,No,No,Female,Agency,1,INFRA,Noida,24,1
8671,3287344,No,67,30,E1,12.07,12.07,0,No,No,Male,Direct,4,CSMP,Chennai,30,1
8673,3287367,Yes,3,45,E1,16.28,16.28,0,No,No,Male,Direct,2,ERS,Chennai,24,1
8674,3287401,Yes,2,30,E1,50,20,-20,No,No,Female,Agency,2,INFRA,Noida,26,1
8675,3287433,Yes,15,45,E1,40,30,-7.14,No,No,Male,Direct,5,CSMP,Noida,31,1
8676,3287492,No,67,60,E2,2.69,2.69,0,No,No,Male,Direct,8,BFSI,Chennai,40,1
8677,3287493,No,18,30,E2,0,0,0,No,No,Female,Direct,9,BFSI,Chennai,38,1
8678,3287494,No,7,60,E2,33.33,33.33,0,No,No,Male,Direct,8,BFSI,Chennai,35,1
8679,3287495,No,30,90,E1,57.14,57.14,0,No,No,Male,Direct,3,BFSI,Chennai,31,1
8681,3287550,Yes,6,30,E1,58.73,58.73,0,No,No,Male,Direct,8,AXON,Bangalore,30,0
8683,3287573,No,54,30,E1,30.43,30.43,0,No,No,Male,Direct,5,BFSI,Chennai,30,1
8684,3287606,Yes,7,60,E2,40,26.67,-9.52,No,No,Male,Direct,5,ETS,Noida,30,0
8685,3287608,Yes,18,60,E1,29.11,29.11,0,No,No,Female,Employee Referral,4,INFRA,Noida,27,1
8686,3287626,No,14,30,E1,8.33,3.33,-4.62,No,Yes,Male,Employee Referral,3,ETS,Noida,27,1
8687,3287719,Yes,2,60,E1,54.41,54.41,0,No,No,Female,Direct,3,ERS,Chennai,25,1
8688,3287731,No,2,30,E2,66.67,66.67,0,No,No,Female,Direct,6,ETS,Chennai,27,1
8689,3287746,Yes,4,45,E1,33.33,0,-25,No,No,Male,Agency,2,ERS,Noida,25,0
8690,3287783,Yes,52,30,E2,30.95,42.86,9.09,No,No,Male,Direct,4,INFRA,Hyderabad,26,1
8692,3287857,Yes,48,60,E2,31.25,18.75,-9.52,Yes,No,Male,Direct,8,ERS,Chennai,33,1
8693,3287861,Yes,48,30,E1,45.88,29.41,-11.29,No,Yes,Male,Direct,3,CSMP,Noida,26,1
8694,3287875,No,53,45,E2,32.53,32.53,0,Yes,No,Male,Direct,7,ETS,Bangalore,34,0
8695,3287903,Yes,7,30,E1,56.25,62.5,4,No,Yes,Male,Direct,3,ERS,Chennai,29,1
8696,3287908,Yes,63,30,E1,66.67,33.33,-20,No,Yes,Female,Direct,2,ETS,Chennai,26,1
8697,3287914,Yes,2,30,E1,19.35,9.68,-8.11,No,No,Male,Direct,3,ETS,Hyderabad,28,0
8699,3288040,No,27,30,E1,41.79,29.85,-8.42,No,No,Male,Direct,5,ERS,Chennai,30,0
8702,3288550,Yes,28,60,E1,62.5,62.5,0,No,Yes,Female,Direct,3,ETS,Chennai,25,1
8703,3288582,No,2,30,E1,57.61,57.61,0,No,No,Male,Agency,3,BFSI,Mumbai,27,1
8704,3288598,No,7,30,E1,13.33,13.33,0,No,No,Male,Direct,2,BFSI,Chennai,27,1
8706,3288601,No,6,60,E2,26.34,26.34,0,No,No,Female,Direct,6,BFSI,Chennai,31,1
8707,3288635,No,4,30,E1,33.33,-11.11,-33.33,No,No,Male,Agency,2,ERS,Noida,26,1
8709,3288689,No,5,30,E1,71.96,45.5,-15.38,No,Yes,Male,Direct,2,CSMP,Noida,24,1
8710,3288717,No,5,30,E1,52.94,38.82,-9.23,No,Yes,Male,Direct,3,CSMP,Noida,26,1
